                                                   Tweet  Favorites  Compound  Positive  Neutral  Negative
7353   @antoni I’m gonna need you to start an ASMR ch...          0    0.0000     0.000    1.000     0.000
7354   I found I gay asmr channel I can't believe THI...          0    0.0000     0.000    1.000     0.000
7355   @FamKamASMR @AsmrMaya @Mekotsu Congrats!! Gett...          0    0.8164     0.483    0.517     0.000
7356   @taysjennie hdkdh I understand! I watch asmr s...          0   -0.6317     0.000    0.684     0.316
7357   Madmattr Layered Rainbow Star #satisfying #asm...          1    0.0000     0.000    1.000     0.000
7358         Asmr for communists https://t.co/27cPS5NKZ5          0    0.0000     0.000    1.000     0.000
7359                 asmr hits differently when its late          3    0.0000     0.000    1.000     0.000
7360            @imagineyonce talk me to sleep asmr king          2    0.0000     0.000    1.000     0.000
7361              Most asmr videos make me uncomfortable          0   -0.3818     0.000    0.658     0.342
7362   We need to work on getting Jack Blacks latest ...          0   -0.2960     0.000    0.916     0.084
7363   Troye Sivan Explores ASMR | W Magazine https:/...          0    0.0000     0.000    1.000     0.000
7364   what i look for in ASMR:\n- caring and support...          0    0.6124     0.273    0.657     0.071
7365   Hit next milestone. The next milestone is #pla...          0    0.0000     0.000    1.000     0.000
7366   @lolo_niccole TELL ME ABOUT IT. a slime accoun...          0   -0.6682     0.000    0.785     0.215
7367       @lovelyantariksa subscribe to my asmr channel          1    0.0000     0.000    1.000     0.000
7368   @Knight1ndustry I've learned that ASMR is a th...          1    0.0000     0.000    1.000     0.000
7369   Is now a good time to mention Dave Coulier gav...          0    0.6597     0.231    0.769     0.000
7370   is it weird that i actually like asmr?? it rea...         14    0.5794     0.360    0.528     0.112
7371   @Chupetinha3224 @JackieOtario @k_sunflowercat ...          1    0.0000     0.000    1.000     0.000
7372   @Chupetinha3224 @JackieOtario @k_sunflowercat ...          1    0.0000     0.000    1.000     0.000
7373   omg am going to do it in asmr brb https://t.co...         40    0.0000     0.000    1.000     0.000
7374      have you tried👋 🎳 ASMR https://t.co/b2swX3UDgV          2    0.0000     0.000    1.000     0.000
7375                           @Ahr_Ech Thats asmr to me          1    0.0000     0.000    1.000     0.000
7376                       @un_asmr sweet boy sweet baby          0    0.7184     0.667    0.333     0.000
7377   me doing asmr on facetime https://t.co/jHbY2C5i6a          0    0.0000     0.000    1.000     0.000
7378   ASMR Dog Reviewing Raw Meats! https://t.co/HUn...          0    0.0000     0.000    1.000     0.000
7379                 help im in love with this asmr lady          0    0.7845     0.535    0.465     0.000
7380                     what are ur opinions on ASMR ??          8    0.0000     0.000    1.000     0.000
7381   ASMR TAPPING &amp; TOUCHING THE GOLD BOX | No ...          0   -0.2960     0.000    0.901     0.099
7382   New post: ASMR Crinkles For Your Tingles | No ...          2   -0.2960     0.000    0.804     0.196
7383   New post: ASMR Scratching For Your Tingles | N...          0   -0.2960     0.000    0.804     0.196
7384   I'm so proud of YOU [ASMR by lumlumxx @manyvid...          1    0.5256     0.274    0.726     0.000
7385   @narukami_vs Sorry fam id rather watch your cl...          1   -0.0772     0.000    0.902     0.098
7386   hey @un_asmr !!!!!! it’s bumblebee (as you kno...          0    0.0000     0.000    1.000     0.000
7387                             asmr idea hair slurping          0    0.0000     0.000    1.000     0.000
7388   @_saysooo - looking at pics/vids of cats (no l...          0    0.0000     0.000    1.000     0.000
7389   (ASMR) Biohacking Roleplay With An Organic Glitch          0    0.0000     0.000    1.000     0.000
7390   You Will Feel Better In Under 10 Minutes To AS...          0   -0.3612     0.143    0.591     0.266
7391   ASMR (feat. Awkwafina) https://t.co/TGymSB0qJg...          0    0.4019     0.172    0.828     0.000
7392                          @cluelessval Queen of ASMR          0    0.0000     0.000    1.000     0.000
7393           @OldBookClub @AndrewQuackson Tradcon asmr          1    0.0000     0.000    1.000     0.000
7394   Listening to my brother eat reheated pizza tha...          1   -0.5719     0.070    0.767     0.164
7395   https://t.co/ww85d8EqDx @busybasmr is an aweso...          1    0.6249     0.227    0.773     0.000
7396   @iCon92_ I did asmr video thru them this morni...          1    0.0000     0.000    1.000     0.000
7397             Am I the only one obsessed with ASMR? 😂          1    0.2960     0.232    0.549     0.220
7398                   @109volts this is my kind of asmr          2    0.0000     0.000    1.000     0.000
7399   hotel california is like asmr to me idk i coul...          7    0.0000     0.185    0.630     0.185
7400   I just saw an asmr video of a girl mixing like...          0    0.3612     0.111    0.889     0.000
7401   A lovely compliment I got today has me wonderi...          7    0.7845     0.277    0.723     0.000
7402   @TheUnknownUsa Ear eating asmr is where it’s a...          0    0.0000     0.000    1.000     0.000
7403          ASMR Paper Rapping https://t.co/9pP5HBeuAP          1    0.0000     0.000    1.000     0.000
7404             Today I found out furry ASMR is a thing          8    0.0000     0.000    1.000     0.000
7405   50 send now for my stone crabs 😈👣#findom #mukb...          2    0.0000     0.000    1.000     0.000
7406   If you find asmr confusing (like I do) and you...          0    0.6705     0.281    0.646     0.072
7407   terezi pyrope eats dave striders hair straight...          2    0.2942     0.135    0.865     0.000
7408   This is the second video in the Marketplace AS...          0   -0.2960     0.000    0.905     0.095
7409   asmr: using scissors to scrape gum outta your ...          0    0.4939     0.176    0.824     0.000
7410   ASMR | Peeling Stickers off Microphone, Sticky...          0    0.0000     0.000    1.000     0.000
7411   Yes Bubba.  This ASMR video will defiantly hel...          2    0.8020     0.427    0.573     0.000
7412   @infinite_bagel tsudaken tells u to commit cri...          1   -0.0772     0.206    0.561     0.234
7413   okay so..... I'm into ASMR now. like i think i...          9    0.5267     0.306    0.694     0.000
7414   Best asmr. We really relaxed after that. https...          1    0.8268     0.562    0.438     0.000
7415   Do you like it when soap is crushed in your ha...          0   -0.1511     0.128    0.715     0.158
7416   okay but i love her speaking voice so much?? p...          1    0.8996     0.523    0.477     0.000
7417   @busybasmr say no more fam https://t.co/EaelEF...          6   -0.2960     0.000    0.694     0.306
7418   @RaisedByKingsGG There is legit no way u dont ...          1   -0.2960     0.000    0.896     0.104
7419   New Eraudica Exclusive - ASMR Layered Cock Wor...          1    0.2732     0.327    0.531     0.142
7420   asmr idea: antoni from queer eye comes to ur h...          1    0.3182     0.099    0.901     0.000
7421   Me breaking into your house ASMR https://t.co/...          5    0.0000     0.000    1.000     0.000
7422               Good evening  https://t.co/6JlzKHSh4U          0    0.4404     0.592    0.408     0.000
7423   Asmr videos are pretty annoying to me Idk why ...          1   -0.0553     0.211    0.537     0.252
7424   Risa’s thetye to watch xronchy ASMR  videos to...          1    0.2040     0.191    0.687     0.122
7425   Troye Sivan Explores ASMR | W Magazine https:/...          1    0.0000     0.000    1.000     0.000
7426   You'll find only the finest ASMR videos on my ...        533    0.0000     0.000    1.000     0.000
7427   #ASMR is a growing video trend for people who ...         78    0.7506     0.346    0.654     0.000
7428            @coley_mua ASMR bitchhh lmaoooo 😍💕😭😭 ily          0    0.6597     0.468    0.532     0.000
7429                     @V3RSACECV Meme queen gg asmr 🤩          0    0.2960     0.306    0.694     0.000
7430                          @ImChelseaGreen Watch ASMR          0    0.0000     0.000    1.000     0.000
7431   who needs drugs i literally ascend 2 my true g...          0    0.4215     0.177    0.823     0.000
7432   (ASMR) Minecraft Let's Play AND Fortnite Let's...          0    0.5859     0.407    0.593     0.000
7433   help @TOLDYOUSEAVEY is doing asmr it’s almost ...          1    0.4019     0.252    0.748     0.000
7434      Wolf of Wall Street - Best Scenes [ASMR - 1HR]          1    0.6369     0.375    0.625     0.000
7435              communist asmr https://t.co/pFfSzswSWa          4    0.0000     0.000    1.000     0.000
7436   The visuals and asmr are totally on point! htt...          0    0.0000     0.000    1.000     0.000
7437                  @Joekemon Eating beans IS the ASMR          0    0.0000     0.000    1.000     0.000
7438     @SlenderSherbet @asmrDarling you and arya asmr?          0    0.0000     0.000    1.000     0.000
7439   @bIoodyaIpha @RUINDOLLY Thank you for informin...          2    0.7264     0.303    0.697     0.000
7440                eating ass asmr! real mouth sounds 💦          2   -0.5848     0.000    0.649     0.351
7441              atleast its not those eating asmr ones          0    0.0000     0.000    1.000     0.000
7442   kerrie listens to degradation asmr . am i rlly...          2   -0.3612     0.168    0.531     0.301
7443   I'm now making ASMR videos. Enjoy and relax ht...          2    0.7269     0.466    0.534     0.000
7444      @AidanRGallagher Aidan watches ASMR confirmed.          0    0.0000     0.000    1.000     0.000
7445                        @2019thoughts listen to asmr          0    0.0000     0.000    1.000     0.000
7446   i feel like ASMR is going to change the world ...          0    0.3612     0.185    0.815     0.000
7447   Noname &gt; Eminem. IDK how to describe her mu...          0    0.0943     0.127    0.764     0.109
7448   my uncle almost caught me doing asmr to his tu...          2    0.3612     0.161    0.839     0.000
7449   You ever VC with someone and they start eating...          0    0.2960     0.087    0.913     0.000
7450   *scratches nails on steering wheel* “ooouuu, t...          0    0.4404     0.182    0.818     0.000
7451   send me ur fav asmr channels NOW i need good s...          1    0.7096     0.396    0.604     0.000
7452   @antoni I’m gonna need you to start an ASMR ch...          0    0.0000     0.000    1.000     0.000
7453   I found I gay asmr channel I can't believe THI...          0    0.0000     0.000    1.000     0.000
7454   @FamKamASMR @AsmrMaya @Mekotsu Congrats!! Gett...          0    0.8164     0.483    0.517     0.000
7455   @taysjennie hdkdh I understand! I watch asmr s...          0   -0.6317     0.000    0.684     0.316
7456   Madmattr Layered Rainbow Star #satisfying #asm...          1    0.0000     0.000    1.000     0.000
7457         Asmr for communists https://t.co/27cPS5NKZ5          0    0.0000     0.000    1.000     0.000
7458                 asmr hits differently when its late          3    0.0000     0.000    1.000     0.000
7459            @imagineyonce talk me to sleep asmr king          2    0.0000     0.000    1.000     0.000
7460              Most asmr videos make me uncomfortable          0   -0.3818     0.000    0.658     0.342
7461   We need to work on getting Jack Blacks latest ...          0   -0.2960     0.000    0.916     0.084
7462   Troye Sivan Explores ASMR | W Magazine https:/...          0    0.0000     0.000    1.000     0.000
7463   what i look for in ASMR:\n- caring and support...          0    0.6124     0.273    0.657     0.071
7464   Hit next milestone. The next milestone is #pla...          0    0.0000     0.000    1.000     0.000
7465   @lolo_niccole TELL ME ABOUT IT. a slime accoun...          0   -0.6682     0.000    0.785     0.215
7466       @lovelyantariksa subscribe to my asmr channel          1    0.0000     0.000    1.000     0.000
7467   @Knight1ndustry I've learned that ASMR is a th...          1    0.0000     0.000    1.000     0.000
7468   Is now a good time to mention Dave Coulier gav...          0    0.6597     0.231    0.769     0.000
7469   is it weird that i actually like asmr?? it rea...         14    0.5794     0.360    0.528     0.112
7470   @Chupetinha3224 @JackieOtario @k_sunflowercat ...          1    0.0000     0.000    1.000     0.000
7471   @Chupetinha3224 @JackieOtario @k_sunflowercat ...          1    0.0000     0.000    1.000     0.000
7472   omg am going to do it in asmr brb https://t.co...         40    0.0000     0.000    1.000     0.000
7473      have you tried👋 🎳 ASMR https://t.co/b2swX3UDgV          2    0.0000     0.000    1.000     0.000
7474                           @Ahr_Ech Thats asmr to me          1    0.0000     0.000    1.000     0.000
7475                       @un_asmr sweet boy sweet baby          0    0.7184     0.667    0.333     0.000
7476   me doing asmr on facetime https://t.co/jHbY2C5i6a          0    0.0000     0.000    1.000     0.000
7477   ASMR Dog Reviewing Raw Meats! https://t.co/HUn...          0    0.0000     0.000    1.000     0.000
7478                 help im in love with this asmr lady          0    0.7845     0.535    0.465     0.000
7479                     what are ur opinions on ASMR ??          8    0.0000     0.000    1.000     0.000
7480   ASMR TAPPING &amp; TOUCHING THE GOLD BOX | No ...          0   -0.2960     0.000    0.901     0.099
7481   New post: ASMR Crinkles For Your Tingles | No ...          2   -0.2960     0.000    0.804     0.196
7482   New post: ASMR Scratching For Your Tingles | N...          0   -0.2960     0.000    0.804     0.196
7483   I'm so proud of YOU [ASMR by lumlumxx @manyvid...          1    0.5256     0.274    0.726     0.000
7484   @narukami_vs Sorry fam id rather watch your cl...          1   -0.0772     0.000    0.902     0.098
7485   hey @un_asmr !!!!!! it’s bumblebee (as you kno...          0    0.0000     0.000    1.000     0.000
7486                             asmr idea hair slurping          0    0.0000     0.000    1.000     0.000
7487   @_saysooo - looking at pics/vids of cats (no l...          0    0.0000     0.000    1.000     0.000
7488   (ASMR) Biohacking Roleplay With An Organic Glitch          0    0.0000     0.000    1.000     0.000
7489   You Will Feel Better In Under 10 Minutes To AS...          0   -0.3612     0.143    0.591     0.266
7490   ASMR (feat. Awkwafina) https://t.co/TGymSB0qJg...          0    0.4019     0.172    0.828     0.000
7491                          @cluelessval Queen of ASMR          0    0.0000     0.000    1.000     0.000
7492           @OldBookClub @AndrewQuackson Tradcon asmr          1    0.0000     0.000    1.000     0.000
7493   Listening to my brother eat reheated pizza tha...          1   -0.5719     0.070    0.767     0.164
7494   https://t.co/ww85d8EqDx @busybasmr is an aweso...          1    0.6249     0.227    0.773     0.000
7495   @iCon92_ I did asmr video thru them this morni...          1    0.0000     0.000    1.000     0.000
7496             Am I the only one obsessed with ASMR? 😂          1    0.2960     0.232    0.549     0.220
7497                   @109volts this is my kind of asmr          2    0.0000     0.000    1.000     0.000
7498   hotel california is like asmr to me idk i coul...          7    0.0000     0.185    0.630     0.185
7499   I just saw an asmr video of a girl mixing like...          0    0.3612     0.111    0.889     0.000
7500   A lovely compliment I got today has me wonderi...          7    0.7845     0.277    0.723     0.000
7501   @TheUnknownUsa Ear eating asmr is where it’s a...          0    0.0000     0.000    1.000     0.000
7502          ASMR Paper Rapping https://t.co/9pP5HBeuAP          1    0.0000     0.000    1.000     0.000
7503             Today I found out furry ASMR is a thing          8    0.0000     0.000    1.000     0.000
7504   50 send now for my stone crabs 😈👣#findom #mukb...          2    0.0000     0.000    1.000     0.000
7505   If you find asmr confusing (like I do) and you...          0    0.6705     0.281    0.646     0.072
7506   terezi pyrope eats dave striders hair straight...          2    0.2942     0.135    0.865     0.000
7507   This is the second video in the Marketplace AS...          0   -0.2960     0.000    0.905     0.095
7508   asmr: using scissors to scrape gum outta your ...          0    0.4939     0.176    0.824     0.000
7509   ASMR | Peeling Stickers off Microphone, Sticky...          0    0.0000     0.000    1.000     0.000
7510   Yes Bubba.  This ASMR video will defiantly hel...          2    0.8020     0.427    0.573     0.000
7511   @infinite_bagel tsudaken tells u to commit cri...          1   -0.0772     0.206    0.561     0.234
7512   okay so..... I'm into ASMR now. like i think i...          9    0.5267     0.306    0.694     0.000
7513   Best asmr. We really relaxed after that. https...          1    0.8268     0.562    0.438     0.000
7514   Do you like it when soap is crushed in your ha...          0   -0.1511     0.128    0.715     0.158
7515   okay but i love her speaking voice so much?? p...          1    0.8996     0.523    0.477     0.000
7516   @busybasmr say no more fam https://t.co/EaelEF...          6   -0.2960     0.000    0.694     0.306
7517   @RaisedByKingsGG There is legit no way u dont ...          1   -0.2960     0.000    0.896     0.104
7518   New Eraudica Exclusive - ASMR Layered Cock Wor...          1    0.2732     0.327    0.531     0.142
7519   asmr idea: antoni from queer eye comes to ur h...          1    0.3182     0.099    0.901     0.000
7520   Me breaking into your house ASMR https://t.co/...          5    0.0000     0.000    1.000     0.000
7521               Good evening  https://t.co/6JlzKHSh4U          0    0.4404     0.592    0.408     0.000
7522   Asmr videos are pretty annoying to me Idk why ...          1   -0.0553     0.211    0.537     0.252
7523   Risa’s thetye to watch xronchy ASMR  videos to...          1    0.2040     0.191    0.687     0.122
7524   Troye Sivan Explores ASMR | W Magazine https:/...          1    0.0000     0.000    1.000     0.000
7525   You'll find only the finest ASMR videos on my ...        533    0.0000     0.000    1.000     0.000
7526   #ASMR is a growing video trend for people who ...         78    0.7506     0.346    0.654     0.000
7527            @coley_mua ASMR bitchhh lmaoooo 😍💕😭😭 ily          0    0.6597     0.468    0.532     0.000
7528                     @V3RSACECV Meme queen gg asmr 🤩          0    0.2960     0.306    0.694     0.000
7529                          @ImChelseaGreen Watch ASMR          0    0.0000     0.000    1.000     0.000
7530   who needs drugs i literally ascend 2 my true g...          0    0.4215     0.177    0.823     0.000
7531   (ASMR) Minecraft Let's Play AND Fortnite Let's...          0    0.5859     0.407    0.593     0.000
7532   help @TOLDYOUSEAVEY is doing asmr it’s almost ...          1    0.4019     0.252    0.748     0.000
7533      Wolf of Wall Street - Best Scenes [ASMR - 1HR]          1    0.6369     0.375    0.625     0.000
7534              communist asmr https://t.co/pFfSzswSWa          4    0.0000     0.000    1.000     0.000
7535   The visuals and asmr are totally on point! htt...          0    0.0000     0.000    1.000     0.000
7536                  @Joekemon Eating beans IS the ASMR          0    0.0000     0.000    1.000     0.000
7537     @SlenderSherbet @asmrDarling you and arya asmr?          0    0.0000     0.000    1.000     0.000
7538   @bIoodyaIpha @RUINDOLLY Thank you for informin...          2    0.7264     0.303    0.697     0.000
7539                eating ass asmr! real mouth sounds 💦          2   -0.5848     0.000    0.649     0.351
7540              atleast its not those eating asmr ones          0    0.0000     0.000    1.000     0.000
7541   kerrie listens to degradation asmr . am i rlly...          2   -0.3612     0.168    0.531     0.301
7542   I'm now making ASMR videos. Enjoy and relax ht...          2    0.7269     0.466    0.534     0.000
7543      @AidanRGallagher Aidan watches ASMR confirmed.          0    0.0000     0.000    1.000     0.000
7544                        @2019thoughts listen to asmr          0    0.0000     0.000    1.000     0.000
7545   i feel like ASMR is going to change the world ...          0    0.3612     0.185    0.815     0.000
7546   Noname &gt; Eminem. IDK how to describe her mu...          0    0.0943     0.127    0.764     0.109
7547   my uncle almost caught me doing asmr to his tu...          2    0.3612     0.161    0.839     0.000
7548   You ever VC with someone and they start eating...          0    0.2960     0.087    0.913     0.000
7549   *scratches nails on steering wheel* “ooouuu, t...          0    0.4404     0.182    0.818     0.000
7550   send me ur fav asmr channels NOW i need good s...          1    0.7096     0.396    0.604     0.000
7551   @antoni I’m gonna need you to start an ASMR ch...          0    0.0000     0.000    1.000     0.000
7552   I found I gay asmr channel I can't believe THI...          0    0.0000     0.000    1.000     0.000
7553   @FamKamASMR @AsmrMaya @Mekotsu Congrats!! Gett...          0    0.8164     0.483    0.517     0.000
7554   @taysjennie hdkdh I understand! I watch asmr s...          0   -0.6317     0.000    0.684     0.316
7555   Madmattr Layered Rainbow Star #satisfying #asm...          1    0.0000     0.000    1.000     0.000
7556         Asmr for communists https://t.co/27cPS5NKZ5          0    0.0000     0.000    1.000     0.000
7557                 asmr hits differently when its late          3    0.0000     0.000    1.000     0.000
7558            @imagineyonce talk me to sleep asmr king          2    0.0000     0.000    1.000     0.000
7559              Most asmr videos make me uncomfortable          0   -0.3818     0.000    0.658     0.342
7560   We need to work on getting Jack Blacks latest ...          0   -0.2960     0.000    0.916     0.084
7561   Troye Sivan Explores ASMR | W Magazine https:/...          0    0.0000     0.000    1.000     0.000
7562   what i look for in ASMR:\n- caring and support...          0    0.6124     0.273    0.657     0.071
7563   Hit next milestone. The next milestone is #pla...          0    0.0000     0.000    1.000     0.000
7564   @lolo_niccole TELL ME ABOUT IT. a slime accoun...          0   -0.6682     0.000    0.785     0.215
7565       @lovelyantariksa subscribe to my asmr channel          1    0.0000     0.000    1.000     0.000
7566   @Knight1ndustry I've learned that ASMR is a th...          1    0.0000     0.000    1.000     0.000
7567   Is now a good time to mention Dave Coulier gav...          0    0.6597     0.231    0.769     0.000
7568   is it weird that i actually like asmr?? it rea...         14    0.5794     0.360    0.528     0.112
7569   @Chupetinha3224 @JackieOtario @k_sunflowercat ...          1    0.0000     0.000    1.000     0.000
7570   @Chupetinha3224 @JackieOtario @k_sunflowercat ...          1    0.0000     0.000    1.000     0.000
7571   omg am going to do it in asmr brb https://t.co...         40    0.0000     0.000    1.000     0.000
7572      have you tried👋 🎳 ASMR https://t.co/b2swX3UDgV          2    0.0000     0.000    1.000     0.000
7573                           @Ahr_Ech Thats asmr to me          1    0.0000     0.000    1.000     0.000
7574                       @un_asmr sweet boy sweet baby          0    0.7184     0.667    0.333     0.000
7575   me doing asmr on facetime https://t.co/jHbY2C5i6a          0    0.0000     0.000    1.000     0.000
7576   ASMR Dog Reviewing Raw Meats! https://t.co/HUn...          0    0.0000     0.000    1.000     0.000
7577                 help im in love with this asmr lady          0    0.7845     0.535    0.465     0.000
7578                     what are ur opinions on ASMR ??          8    0.0000     0.000    1.000     0.000
7579   ASMR TAPPING &amp; TOUCHING THE GOLD BOX | No ...          0   -0.2960     0.000    0.901     0.099
7580   New post: ASMR Crinkles For Your Tingles | No ...          2   -0.2960     0.000    0.804     0.196
7581   New post: ASMR Scratching For Your Tingles | N...          0   -0.2960     0.000    0.804     0.196
7582   I'm so proud of YOU [ASMR by lumlumxx @manyvid...          1    0.5256     0.274    0.726     0.000
7583   @narukami_vs Sorry fam id rather watch your cl...          1   -0.0772     0.000    0.902     0.098
7584   hey @un_asmr !!!!!! it’s bumblebee (as you kno...          0    0.0000     0.000    1.000     0.000
7585                             asmr idea hair slurping          0    0.0000     0.000    1.000     0.000
7586   @_saysooo - looking at pics/vids of cats (no l...          0    0.0000     0.000    1.000     0.000
7587   (ASMR) Biohacking Roleplay With An Organic Glitch          0    0.0000     0.000    1.000     0.000
7588   You Will Feel Better In Under 10 Minutes To AS...          0   -0.3612     0.143    0.591     0.266
7589   ASMR (feat. Awkwafina) https://t.co/TGymSB0qJg...          0    0.4019     0.172    0.828     0.000
7590                          @cluelessval Queen of ASMR          0    0.0000     0.000    1.000     0.000
7591           @OldBookClub @AndrewQuackson Tradcon asmr          1    0.0000     0.000    1.000     0.000
7592   Listening to my brother eat reheated pizza tha...          1   -0.5719     0.070    0.767     0.164
7593   https://t.co/ww85d8EqDx @busybasmr is an aweso...          1    0.6249     0.227    0.773     0.000
7594   @iCon92_ I did asmr video thru them this morni...          1    0.0000     0.000    1.000     0.000
7595             Am I the only one obsessed with ASMR? 😂          1    0.2960     0.232    0.549     0.220
7596                   @109volts this is my kind of asmr          2    0.0000     0.000    1.000     0.000
7597   hotel california is like asmr to me idk i coul...          7    0.0000     0.185    0.630     0.185
7598   I just saw an asmr video of a girl mixing like...          0    0.3612     0.111    0.889     0.000
7599   A lovely compliment I got today has me wonderi...          7    0.7845     0.277    0.723     0.000
7600   @TheUnknownUsa Ear eating asmr is where it’s a...          0    0.0000     0.000    1.000     0.000
7601          ASMR Paper Rapping https://t.co/9pP5HBeuAP          1    0.0000     0.000    1.000     0.000
7602             Today I found out furry ASMR is a thing          8    0.0000     0.000    1.000     0.000
7603   50 send now for my stone crabs 😈👣#findom #mukb...          2    0.0000     0.000    1.000     0.000
7604   If you find asmr confusing (like I do) and you...          0    0.6705     0.281    0.646     0.072
7605   terezi pyrope eats dave striders hair straight...          2    0.2942     0.135    0.865     0.000
7606   This is the second video in the Marketplace AS...          0   -0.2960     0.000    0.905     0.095
7607   asmr: using scissors to scrape gum outta your ...          0    0.4939     0.176    0.824     0.000
7608   ASMR | Peeling Stickers off Microphone, Sticky...          0    0.0000     0.000    1.000     0.000
7609   Yes Bubba.  This ASMR video will defiantly hel...          2    0.8020     0.427    0.573     0.000
7610   @infinite_bagel tsudaken tells u to commit cri...          1   -0.0772     0.206    0.561     0.234
7611   okay so..... I'm into ASMR now. like i think i...          9    0.5267     0.306    0.694     0.000
7612   Best asmr. We really relaxed after that. https...          1    0.8268     0.562    0.438     0.000
7613   Do you like it when soap is crushed in your ha...          0   -0.1511     0.128    0.715     0.158
7614   okay but i love her speaking voice so much?? p...          1    0.8996     0.523    0.477     0.000
7615   @busybasmr say no more fam https://t.co/EaelEF...          6   -0.2960     0.000    0.694     0.306
7616   @RaisedByKingsGG There is legit no way u dont ...          1   -0.2960     0.000    0.896     0.104
7617   New Eraudica Exclusive - ASMR Layered Cock Wor...          1    0.2732     0.327    0.531     0.142
7618   asmr idea: antoni from queer eye comes to ur h...          1    0.3182     0.099    0.901     0.000
7619   Me breaking into your house ASMR https://t.co/...          5    0.0000     0.000    1.000     0.000
7620               Good evening  https://t.co/6JlzKHSh4U          0    0.4404     0.592    0.408     0.000
7621   Asmr videos are pretty annoying to me Idk why ...          1   -0.0553     0.211    0.537     0.252
7622   Risa’s thetye to watch xronchy ASMR  videos to...          1    0.2040     0.191    0.687     0.122
7623   Troye Sivan Explores ASMR | W Magazine https:/...          1    0.0000     0.000    1.000     0.000
7624   You'll find only the finest ASMR videos on my ...        533    0.0000     0.000    1.000     0.000
7625   #ASMR is a growing video trend for people who ...         78    0.7506     0.346    0.654     0.000
7626            @coley_mua ASMR bitchhh lmaoooo 😍💕😭😭 ily          0    0.6597     0.468    0.532     0.000
7627                     @V3RSACECV Meme queen gg asmr 🤩          0    0.2960     0.306    0.694     0.000
7628                          @ImChelseaGreen Watch ASMR          0    0.0000     0.000    1.000     0.000
7629   who needs drugs i literally ascend 2 my true g...          0    0.4215     0.177    0.823     0.000
7630   (ASMR) Minecraft Let's Play AND Fortnite Let's...          0    0.5859     0.407    0.593     0.000
7631   help @TOLDYOUSEAVEY is doing asmr it’s almost ...          1    0.4019     0.252    0.748     0.000
7632      Wolf of Wall Street - Best Scenes [ASMR - 1HR]          1    0.6369     0.375    0.625     0.000
7633              communist asmr https://t.co/pFfSzswSWa          4    0.0000     0.000    1.000     0.000
7634   The visuals and asmr are totally on point! htt...          0    0.0000     0.000    1.000     0.000
7635                  @Joekemon Eating beans IS the ASMR          0    0.0000     0.000    1.000     0.000
7636     @SlenderSherbet @asmrDarling you and arya asmr?          0    0.0000     0.000    1.000     0.000
7637   @bIoodyaIpha @RUINDOLLY Thank you for informin...          2    0.7264     0.303    0.697     0.000
7638                eating ass asmr! real mouth sounds 💦          2   -0.5848     0.000    0.649     0.351
7639              atleast its not those eating asmr ones          0    0.0000     0.000    1.000     0.000
7640   kerrie listens to degradation asmr . am i rlly...          2   -0.3612     0.168    0.531     0.301
7641   I'm now making ASMR videos. Enjoy and relax ht...          2    0.7269     0.466    0.534     0.000
7642      @AidanRGallagher Aidan watches ASMR confirmed.          0    0.0000     0.000    1.000     0.000
7643                        @2019thoughts listen to asmr          0    0.0000     0.000    1.000     0.000
7644   i feel like ASMR is going to change the world ...          0    0.3612     0.185    0.815     0.000
7645   Noname &gt; Eminem. IDK how to describe her mu...          0    0.0943     0.127    0.764     0.109
7646   my uncle almost caught me doing asmr to his tu...          2    0.3612     0.161    0.839     0.000
7647   You ever VC with someone and they start eating...          0    0.2960     0.087    0.913     0.000
7648   *scratches nails on steering wheel* “ooouuu, t...          0    0.4404     0.182    0.818     0.000
7649   send me ur fav asmr channels NOW i need good s...          1    0.7096     0.396    0.604     0.000
7650   @antoni I’m gonna need you to start an ASMR ch...          0    0.0000     0.000    1.000     0.000
7651   I found I gay asmr channel I can't believe THI...          0    0.0000     0.000    1.000     0.000
7652   @FamKamASMR @AsmrMaya @Mekotsu Congrats!! Gett...          0    0.8164     0.483    0.517     0.000
7653   @taysjennie hdkdh I understand! I watch asmr s...          0   -0.6317     0.000    0.684     0.316
7654   Madmattr Layered Rainbow Star #satisfying #asm...          1    0.0000     0.000    1.000     0.000
7655         Asmr for communists https://t.co/27cPS5NKZ5          0    0.0000     0.000    1.000     0.000
7656                 asmr hits differently when its late          3    0.0000     0.000    1.000     0.000
7657            @imagineyonce talk me to sleep asmr king          2    0.0000     0.000    1.000     0.000
7658              Most asmr videos make me uncomfortable          0   -0.3818     0.000    0.658     0.342
7659   We need to work on getting Jack Blacks latest ...          0   -0.2960     0.000    0.916     0.084
7660   Troye Sivan Explores ASMR | W Magazine https:/...          0    0.0000     0.000    1.000     0.000
7661   what i look for in ASMR:\n- caring and support...          0    0.6124     0.273    0.657     0.071
7662   Hit next milestone. The next milestone is #pla...          0    0.0000     0.000    1.000     0.000
7663   @lolo_niccole TELL ME ABOUT IT. a slime accoun...          0   -0.6682     0.000    0.785     0.215
7664       @lovelyantariksa subscribe to my asmr channel          1    0.0000     0.000    1.000     0.000
7665   @Knight1ndustry I've learned that ASMR is a th...          1    0.0000     0.000    1.000     0.000
7666   Is now a good time to mention Dave Coulier gav...          0    0.6597     0.231    0.769     0.000
7667   is it weird that i actually like asmr?? it rea...         14    0.5794     0.360    0.528     0.112
